response,shock,horizon,value
SENTIMENT_CHANGE,INF,3,-0.02883623771119598
SENTIMENT_CHANGE,INF,4,-0.0009581735865251457
SENTIMENT_CHANGE,INF,5,-0.5636626353292025
SENTIMENT_CHANGE,INF,6,-0.22346546418924232
SENTIMENT_CHANGE,INF,7,0.020637196152220948
SENTIMENT_CHANGE,INF,8,0.036812793726121125
SENTIMENT_CHANGE,INF,9,-0.0021395353921668573
SENTIMENT_CHANGE,INF,10,0.051764770717210334
SENTIMENT_CHANGE,INF,11,-0.033017252574982836
SENTIMENT_CHANGE,INF,12,-0.0836978975470893
SENTIMENT_CHANGE,INF,13,-0.052806918651614985
SENTIMENT_CHANGE,INF,14,-0.02792013833572076
SENTIMENT_CHANGE,INF,15,-0.02756126704450082
SENTIMENT_CHANGE,INF,16,-0.006757733836167131
SENTIMENT_CHANGE,INF,17,-0.0016953674108309937
SENTIMENT_CHANGE,INF,18,-0.014975438703588966
SENTIMENT_CHANGE,INF,19,-0.02193379628806216
SENTIMENT_CHANGE,INF,20,-0.021041249345671063
SENTIMENT_CHANGE,INF,21,-0.021955965622107564
SENTIMENT_CHANGE,INF,22,-0.019405709315834845
SENTIMENT_CHANGE,INF,23,-0.01500360025653672
SENTIMENT_CHANGE,INF,24,-0.013516013957064775
SENTIMENT_CHANGE,FEDFUNDS,0,0.9068956085084316
SENTIMENT_CHANGE,FEDFUNDS,1,0.14240031857554764
SENTIMENT_CHANGE,FEDFUNDS,2,0.030317509383536726
SENTIMENT_CHANGE,FEDFUNDS,3,-0.027640255849022247
SENTIMENT_CHANGE,FEDFUNDS,4,0.2575343130228216
SENTIMENT_CHANGE,FEDFUNDS,5,0.060105743091058775
SENTIMENT_CHANGE,FEDFUNDS,6,-0.12401079497233151
SENTIMENT_CHANGE,FEDFUNDS,7,0.02728780725049254
SENTIMENT_CHANGE,FEDFUNDS,8,0.11020930565441948
SENTIMENT_CHANGE,FEDFUNDS,9,0.03224092227730494
SENTIMENT_CHANGE,FEDFUNDS,10,0.03786481296552978
SENTIMENT_CHANGE,FEDFUNDS,11,0.040694319609282534
SENTIMENT_CHANGE,FEDFUNDS,12,-0.01967301845789041
SENTIMENT_CHANGE,FEDFUNDS,13,-0.037825552650316015
SENTIMENT_CHANGE,FEDFUNDS,14,-0.02017018414098753
SENTIMENT_CHANGE,FEDFUNDS,15,-0.018780480037063542
SENTIMENT_CHANGE,FEDFUNDS,16,-0.023798528979989617
SENTIMENT_CHANGE,FEDFUNDS,17,-0.022582230745524293
SENTIMENT_CHANGE,FEDFUNDS,18,-0.026428261123253173
SENTIMENT_CHANGE,FEDFUNDS,19,-0.034389865871133886
SENTIMENT_CHANGE,FEDFUNDS,20,-0.03830209942546057
SENTIMENT_CHANGE,FEDFUNDS,21,-0.039942935583775305
SENTIMENT_CHANGE,FEDFUNDS,22,-0.04096632042048938
SENTIMENT_CHANGE,FEDFUNDS,23,-0.04019079745794076
SENTIMENT_CHANGE,FEDFUNDS,24,-0.03939644375014536
SENTIMENT_CHANGE,UNRATE,0,-1.023159367224374
SENTIMENT_CHANGE,UNRATE,1,-0.006617600753226835
SENTIMENT_CHANGE,UNRATE,2,0.3918397967836817
SENTIMENT_CHANGE,UNRATE,3,-0.08770158451687894
SENTIMENT_CHANGE,UNRATE,4,-0.04465584189924583
SENTIMENT_CHANGE,UNRATE,5,0.43471888923659185
SENTIMENT_CHANGE,UNRATE,6,0.001000325294317331
SENTIMENT_CHANGE,UNRATE,7,-0.011672753221615338
SENTIMENT_CHANGE,UNRATE,8,0.15463398004114473
SENTIMENT_CHANGE,UNRATE,9,0.03909305293709043
SENTIMENT_CHANGE,UNRATE,10,-0.07027505391939592
SENTIMENT_CHANGE,UNRATE,11,0.05101967178056543
SENTIMENT_CHANGE,UNRATE,12,0.06438768076693276
SENTIMENT_CHANGE,UNRATE,13,0.02988352493940983
SENTIMENT_CHANGE,UNRATE,14,0.037195741127127785
SENTIMENT_CHANGE,UNRATE,15,0.036517839671396345
SENTIMENT_CHANGE,UNRATE,16,0.013209093226162726
SENTIMENT_CHANGE,UNRATE,17,0.013600154750408393
SENTIMENT_CHANGE,UNRATE,18,0.017670603192636088
SENTIMENT_CHANGE,UNRATE,19,0.013573294449964869
SENTIMENT_CHANGE,UNRATE,20,0.01475266723529885
SENTIMENT_CHANGE,UNRATE,21,0.018366874773612957
SENTIMENT_CHANGE,UNRATE,22,0.014963875289873679
SENTIMENT_CHANGE,UNRATE,23,0.011663375492645619
SENTIMENT_CHANGE,UNRATE,24,0.011425487346020903
SENTIMENT_CHANGE,INDPRO_GROWTH,0,-0.11742629141663893
SENTIMENT_CHANGE,INDPRO_GROWTH,1,0.5234031390906151
SENTIMENT_CHANGE,INDPRO_GROWTH,2,0.05758814831112475
SENTIMENT_CHANGE,INDPRO_GROWTH,3,-0.09326254973768253
SENTIMENT_CHANGE,INDPRO_GROWTH,4,-0.056695863758428826
SENTIMENT_CHANGE,INDPRO_GROWTH,5,0.1632829873128212
SENTIMENT_CHANGE,INDPRO_GROWTH,6,-0.10090057791670283
SENTIMENT_CHANGE,INDPRO_GROWTH,7,-0.04559743635743122
SENTIMENT_CHANGE,INDPRO_GROWTH,8,-0.0307454221541885
SENTIMENT_CHANGE,INDPRO_GROWTH,9,0.012231964207040851
SENTIMENT_CHANGE,INDPRO_GROWTH,10,0.008726093527184293
SENTIMENT_CHANGE,INDPRO_GROWTH,11,0.0065826515815504425
SENTIMENT_CHANGE,INDPRO_GROWTH,12,-0.022229516921800845
SENTIMENT_CHANGE,INDPRO_GROWTH,13,-0.020500828281571824
SENTIMENT_CHANGE,INDPRO_GROWTH,14,-0.019216240011744243
SENTIMENT_CHANGE,INDPRO_GROWTH,15,-0.02068148180240159
SENTIMENT_CHANGE,INDPRO_GROWTH,16,-0.02173500939293169
SENTIMENT_CHANGE,INDPRO_GROWTH,17,-0.017155495100170302
SENTIMENT_CHANGE,INDPRO_GROWTH,18,-0.01666844003728282
SENTIMENT_CHANGE,INDPRO_GROWTH,19,-0.019200382291828542
SENTIMENT_CHANGE,INDPRO_GROWTH,20,-0.02165803760275501
SENTIMENT_CHANGE,INDPRO_GROWTH,21,-0.022648398419877713
SENTIMENT_CHANGE,INDPRO_GROWTH,22,-0.023230495437773436
SENTIMENT_CHANGE,INDPRO_GROWTH,23,-0.022863493135706642
SENTIMENT_CHANGE,INDPRO_GROWTH,24,-0.02254525928914689
SENTIMENT_CHANGE,SENTIMENT_CHANGE,0,3.608686492268078
SENTIMENT_CHANGE,SENTIMENT_CHANGE,1,-0.5210775611686908
SENTIMENT_CHANGE,SENTIMENT_CHANGE,2,-0.8379619657755956
SENTIMENT_CHANGE,SENTIMENT_CHANGE,3,-0.33136504997881
SENTIMENT_CHANGE,SENTIMENT_CHANGE,4,-0.1818587502510165
SENTIMENT_CHANGE,SENTIMENT_CHANGE,5,-0.3195363344553042
SENTIMENT_CHANGE,SENTIMENT_CHANGE,6,0.3916373652969187
SENTIMENT_CHANGE,SENTIMENT_CHANGE,7,0.27742509635022244
SENTIMENT_CHANGE,SENTIMENT_CHANGE,8,0.07458448180671051
SENTIMENT_CHANGE,SENTIMENT_CHANGE,9,0.021278791524469935
SENTIMENT_CHANGE,SENTIMENT_CHANGE,10,-0.02575005273950164
SENTIMENT_CHANGE,SENTIMENT_CHANGE,11,-0.12999675782325498
SENTIMENT_CHANGE,SENTIMENT_CHANGE,12,-0.044519331901683674
SENTIMENT_CHANGE,SENTIMENT_CHANGE,13,0.026630595390963588
SENTIMENT_CHANGE,SENTIMENT_CHANGE,14,0.028412922978185
SENTIMENT_CHANGE,SENTIMENT_CHANGE,15,0.029409502886571175
SENTIMENT_CHANGE,SENTIMENT_CHANGE,16,0.030619034062761175
SENTIMENT_CHANGE,SENTIMENT_CHANGE,17,-0.00048379284265569433
SENTIMENT_CHANGE,SENTIMENT_CHANGE,18,-0.015209759823032817
SENTIMENT_CHANGE,SENTIMENT_CHANGE,19,-0.009570686691029315
SENTIMENT_CHANGE,SENTIMENT_CHANGE,20,-0.004724415795882231
SENTIMENT_CHANGE,SENTIMENT_CHANGE,21,-0.00010029131905940304
SENTIMENT_CHANGE,SENTIMENT_CHANGE,22,0.006685387695239508
SENTIMENT_CHANGE,SENTIMENT_CHANGE,23,0.006333817155658745
SENTIMENT_CHANGE,SENTIMENT_CHANGE,24,0.0020831482294407593
