response,horizon,shock,variance_share
SENTIMENT_CHANGE,6,FEDFUNDS,0.051650666683539716
SENTIMENT_CHANGE,6,UNRATE,0.07903325538814408
SENTIMENT_CHANGE,6,INDPRO_GROWTH,0.01862029372395477
SENTIMENT_CHANGE,6,SENTIMENT_CHANGE,0.80446958003214
SENTIMENT_CHANGE,7,INF,0.04842102756110708
SENTIMENT_CHANGE,7,FEDFUNDS,0.05184903245735998
SENTIMENT_CHANGE,7,UNRATE,0.07802453801014358
SENTIMENT_CHANGE,7,INDPRO_GROWTH,0.018950390662120935
SENTIMENT_CHANGE,7,SENTIMENT_CHANGE,0.8027550113092686
SENTIMENT_CHANGE,8,INF,0.048228668353834804
SENTIMENT_CHANGE,8,FEDFUNDS,0.05165907656448812
SENTIMENT_CHANGE,8,UNRATE,0.07768403824001587
SENTIMENT_CHANGE,8,INDPRO_GROWTH,0.018981284117718714
SENTIMENT_CHANGE,8,SENTIMENT_CHANGE,0.8034469327239425
SENTIMENT_CHANGE,9,INF,0.04818640659373598
SENTIMENT_CHANGE,9,FEDFUNDS,0.052206110316384606
SENTIMENT_CHANGE,9,UNRATE,0.07881938669112733
SENTIMENT_CHANGE,9,INDPRO_GROWTH,0.0189874650855795
SENTIMENT_CHANGE,9,SENTIMENT_CHANGE,0.8018006313131726
SENTIMENT_CHANGE,10,INF,0.04817818903812849
SENTIMENT_CHANGE,10,FEDFUNDS,0.052254492547996884
SENTIMENT_CHANGE,10,UNRATE,0.07889015658581308
SENTIMENT_CHANGE,10,INDPRO_GROWTH,0.01899241224061075
SENTIMENT_CHANGE,10,SENTIMENT_CHANGE,0.8016847495874507
SENTIMENT_CHANGE,11,INF,0.04830038135194912
SENTIMENT_CHANGE,11,FEDFUNDS,0.05230552592394869
SENTIMENT_CHANGE,11,UNRATE,0.07912072816116697
SENTIMENT_CHANGE,11,INDPRO_GROWTH,0.018986334790143316
SENTIMENT_CHANGE,11,SENTIMENT_CHANGE,0.8012870297727919
SENTIMENT_CHANGE,12,INF,0.048301124434412986
SENTIMENT_CHANGE,12,FEDFUNDS,0.05233261382100413
SENTIMENT_CHANGE,12,UNRATE,0.07916711965738202
SENTIMENT_CHANGE,12,INDPRO_GROWTH,0.018965335231587964
SENTIMENT_CHANGE,12,SENTIMENT_CHANGE,0.8012338068556127
SENTIMENT_CHANGE,13,INF,0.048650662382184774
SENTIMENT_CHANGE,13,FEDFUNDS,0.05231348249810535
SENTIMENT_CHANGE,13,UNRATE,0.07933482367544442
SENTIMENT_CHANGE,13,INDPRO_GROWTH,0.018977948569904486
SENTIMENT_CHANGE,13,SENTIMENT_CHANGE,0.8007230828743609
SENTIMENT_CHANGE,14,INF,0.0487878634526984
SENTIMENT_CHANGE,14,FEDFUNDS,0.05237445189402758
SENTIMENT_CHANGE,14,UNRATE,0.0793567894058258
SENTIMENT_CHANGE,14,INDPRO_GROWTH,0.018994613594764138
SENTIMENT_CHANGE,14,SENTIMENT_CHANGE,0.800486281652684
SENTIMENT_CHANGE,15,INF,0.04882080568436056
SENTIMENT_CHANGE,15,FEDFUNDS,0.05238607852851058
SENTIMENT_CHANGE,15,UNRATE,0.07941675126563288
SENTIMENT_CHANGE,15,INDPRO_GROWTH,0.019011069535563214
SENTIMENT_CHANGE,15,SENTIMENT_CHANGE,0.8003652949859327
SENTIMENT_CHANGE,16,INF,0.04885265677327486
SENTIMENT_CHANGE,16,FEDFUNDS,0.0523947357898202
SENTIMENT_CHANGE,16,UNRATE,0.07947396516946487
SENTIMENT_CHANGE,16,INDPRO_GROWTH,0.01903075345589265
SENTIMENT_CHANGE,16,SENTIMENT_CHANGE,0.8002478888115473
SENTIMENT_CHANGE,17,INF,0.0488492554498654
SENTIMENT_CHANGE,17,FEDFUNDS,0.052419639814638055
SENTIMENT_CHANGE,17,UNRATE,0.07947396071701306
SENTIMENT_CHANGE,17,INDPRO_GROWTH,0.01905451643672924
SENTIMENT_CHANGE,17,SENTIMENT_CHANGE,0.8002026275817541
SENTIMENT_CHANGE,18,INF,0.048846739133040044
SENTIMENT_CHANGE,18,FEDFUNDS,0.05244490951993783
SENTIMENT_CHANGE,18,UNRATE,0.0794798154040577
SENTIMENT_CHANGE,18,INDPRO_GROWTH,0.019069713522897755
SENTIMENT_CHANGE,18,SENTIMENT_CHANGE,0.8001588224200664
SENTIMENT_CHANGE,19,INF,0.04885441236839873
SENTIMENT_CHANGE,19,FEDFUNDS,0.052478400382603374
SENTIMENT_CHANGE,19,UNRATE,0.07948939541722624
SENTIMENT_CHANGE,19,INDPRO_GROWTH,0.019083208299628784
SENTIMENT_CHANGE,19,SENTIMENT_CHANGE,0.8000945835321425
SENTIMENT_CHANGE,20,INF,0.04887473243083256
SENTIMENT_CHANGE,20,FEDFUNDS,0.05253696397849819
SENTIMENT_CHANGE,20,UNRATE,0.07948943699336633
SENTIMENT_CHANGE,20,INDPRO_GROWTH,0.019101116503125234
SENTIMENT_CHANGE,20,SENTIMENT_CHANGE,0.7999977500941774
SENTIMENT_CHANGE,21,INF,0.04889209383759778
SENTIMENT_CHANGE,21,FEDFUNDS,0.05261029875533848
SENTIMENT_CHANGE,21,UNRATE,0.0794899595292898
SENTIMENT_CHANGE,21,INDPRO_GROWTH,0.019124231654658753
SENTIMENT_CHANGE,21,SENTIMENT_CHANGE,0.7998834162231148
SENTIMENT_CHANGE,22,INF,0.048910785894981754
SENTIMENT_CHANGE,22,FEDFUNDS,0.05268979538488442
SENTIMENT_CHANGE,22,UNRATE,0.07949572905336401
SENTIMENT_CHANGE,22,INDPRO_GROWTH,0.0191494338740772
SENTIMENT_CHANGE,22,SENTIMENT_CHANGE,0.7997542557926923
SENTIMENT_CHANGE,23,INF,0.048923829838719984
SENTIMENT_CHANGE,23,FEDFUNDS,0.05277402061056508
SENTIMENT_CHANGE,23,UNRATE,0.07949552580714996
SENTIMENT_CHANGE,23,INDPRO_GROWTH,0.019176169042696974
SENTIMENT_CHANGE,23,SENTIMENT_CHANGE,0.7996304547008677
SENTIMENT_CHANGE,24,INF,0.048929391699359163
SENTIMENT_CHANGE,24,FEDFUNDS,0.052855692691092616
SENTIMENT_CHANGE,24,UNRATE,0.0794918962993451
SENTIMENT_CHANGE,24,INDPRO_GROWTH,0.01920230587903055
SENTIMENT_CHANGE,24,SENTIMENT_CHANGE,0.7995207134311723
